title,score,year
Kono Oto Tomare!,7.94,2019.0
Ken En Ken: Aoki Kagayaki,6.02,2018.0
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,2019.0
"Okoshiyasu, Chitose-chan",6.8,2018.0
Hachigatsu no Cinderella Nine,6.13,2019.0
Mix: Meisei Story,7.22,2019.0
Pakkororin,,2011.0
5-toubun no Hanayome,7.63,2019.0
Bai Bian Zhu Zhu Xia,,2009.0
Zhu Zhu Xia: Bai Bian Lian Meng,,2015.0
Zhu Zhu Xia: Wu Ling Shou Wei Zhe,,2015.0
Zhu Zhu Xia: Guang Ming Shou Wei Zhe,,2016.0
Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,,2016.0
Zhu Zhu Xia: Chao Xing Meng Chong,,2017.0
Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian,,2015.0
Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,,2018.0
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.72,2019.0
Hoshi no Shima no Nyanko,,2018.0
Namu Amida Butsu! Rendai Utena,6.07,2019.0
Circlet Princess,5.95,2019.0
Kabukichou Sherlock,6.89,2019.0
Rinshi!! Ekoda-chan,5.51,2019.0
Malta no Bouken Season 3,,2017.0
Bokutachi wa Benkyou ga Dekinai,7.26,2019.0
Sakugan,6.51,2021.0
Bermuda Triangle: Colorful Pastrale,5.52,2019.0
The iDOLM@STER SideM: Wake Atte Mini!,6.24,2018.0
Choukadou Girl ⅙,5.97,2019.0
Inazuma Eleven: Orion no Kokuin,6.89,2018.0
"Sono Toki, Kanojo wa.",5.66,2018.0
Hashiri Tsuzukete Yokatta tte.,6.38,2018.0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.83,2020.0
Pingu in the City (2018),6.42,2018.0
Hangyakusei Million Arthur 2nd Season,6.28,2019.0
Houkago Saikoro Club,6.71,2019.0
Devidol!,5.36,2018.0
Joshikausei,5.84,2019.0
"Maou-sama, Retry!",6.54,2019.0
Kouya no Kotobuki Hikoutai,6.84,2019.0
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.61,2020.0
Azur Lane,6.29,2019.0
Stand My Heroes: Piece of Truth,5.79,2019.0
Gochuumon wa Usagi desu ka? Bloom,7.92,2020.0
Ohayou Hakushon Daimaou,5.76,2014.0
Aigan Kaijuu,,2018.0
Chuubyou Gekihatsu Boy,6.76,2019.0
Nande Koko ni Sensei ga!?,6.49,2019.0
Boku no Hero Academia 4th Season,7.86,2019.0
Daifuku-kun@Kin Tele,,2018.0
Shikizakura,5.83,2021.0
Choujigen Kakumei Anime: Dimension High School,5.11,2019.0
Reizouko no Tsukenosuke!,,2018.0
Isekai Quartet,7.37,2019.0
Yuru Camp△ Season 2,8.5,2021.0
Heya Camp△,7.36,2020.0
Toaru Kagaku no Accelerator,7.21,2019.0
Toaru Kagaku no Railgun T,8.14,2020.0
Ore wo Suki nano wa Omae dake ka yo,7.3,2019.0
Shingeki no Kyojin Season 3 Part 2,9.05,2019.0
Chuldong! Super Wings,5.9,2013.0
Chuldong! Super Wings 2,5.78,2017.0
Rifle Is Beautiful,6.21,2019.0
Egao no Daika,6.03,2019.0
TV Yarou Nanaana,6.38,2018.0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.44,2020.0
Sylvanian Families: Mini Story 2nd Season,,2018.0
Susume! Dokan-kun,,2007.0
Tatakae! Dokan-kun: Gekitou-kun,,2008.0
Tatakae! Dokan-kun: Robolympic-hen,,2008.0
Tobidase! Dokan-kun,,2011.0
Assassins Pride,5.92,2019.0
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,5.54,2019.0
Star☆Twinkle Precure,7.55,2019.0
Tejina-senpai,6.38,2019.0
Power Battle Watch Car,5.94,2016.0
Power Battle Watch Car Season 2,5.9,2016.0
Joshikousei no Mudazukai,7.7,2019.0
Kkoma Bus Tayo 5,5.87,2018.0
Darwin's Game,7.21,2020.0
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.47,2019.0
Dorohedoro,8.04,2020.0
Tsukiuta. The Animation 2,6.63,2020.0
Actors: Songs Connection,6.3,2019.0
Enen no Shouboutai,7.72,2019.0
Mini Toji,6.11,2019.0
Fruits Basket 1st Season,8.21,2019.0
Dr. Stone,8.26,2019.0
RobiHachi,6.54,2019.0
Diamond no Ace: Act II,8.27,2019.0
Blade Runner: Black Lotus,6.29,2021.0
Araburu Kisetsu no Otome-domo yo.,7.29,2019.0
Sewayaki Kitsune no Senko-san,7.31,2019.0
Cinderella Girls Gekijou: Climax Season,6.47,2019.0
Manul no Yuube,,2018.0
Midara na Ao-chan wa Benkyou ga Dekinai,6.69,2019.0
Senryuu Shoujo,7.36,2019.0
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.5,2020.0
Kiratto Pri☆chan Season 2,7.42,2019.0
Nobunaga-sensei no Osanazuma,5.32,2019.0
"Hachi-nan tte, Sore wa Nai deshou!",6.27,2020.0
Umayon,6.58,2020.0
Shironeko Project: Zero Chronicle,5.4,2020.0
Virtual-san wa Miteiru,5.26,2019.0
Ex-Arm,2.87,2021.0
Neko no Nyagh: Nya Misérables,6.05,2019.0
Bakumatsu Crisis,5.71,2019.0
Jimoto ga Japan,,2019.0
Haikyuu!! To the Top,8.37,2020.0
Kono Oto Tomare! Part 2,8.42,2019.0
Infinite Dendrogram,6.2,2020.0
Kochouki: Wakaki Nobunaga,6.51,2019.0
Sinbi Apartment: Ghost Ball Bimil,6.84,2016.0
Nekopara,6.72,2020.0
Cop Craft,6.71,2019.0
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note,7.38,2019.0
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.34,2020.0
Karakai Jouzu no Takagi-san 2,8.02,2019.0
Kyou mo Tsuno ga Aru,,2019.0
Kawauso Labo,,2019.0
Capsule Boy 2: Ujuleul Jikyeola,,2019.0
Kyokou Suiri,6.92,2020.0
Dumbbell Nan Kilo Moteru?,7.22,2019.0
Hataage! Kemono Michi,6.59,2019.0
B Rappers Street,,2019.0
Duel Masters!!,5.63,2019.0
Kedama no Gonjirou,,2019.0
Jashin-chan Dropkick',7.46,2020.0
Fairy Gone,5.8,2019.0
Machikado Mazoku,7.63,2019.0
Aikatsu Friends!: Kagayaki no Jewel,7.12,2019.0
Manga Furusato Mukashibanashi,,1976.0
Hong Mao Lan Tu: Ao You Guo Lixian Ji,,2013.0
Hong Mao Lan Tu: Qi Xia Waizhuan,,2017.0
Super Shiro,6.14,2019.0
A3! Season Spring & Summer,7.08,2020.0
Shin Chuuka Ichiban!,6.45,2019.0
Beastars,7.79,2019.0
Mairimashita! Iruma-kun,7.74,2019.0
Kanata no Astra,8.07,2019.0
Katsute Kami Datta Kemono-tachi e,6.41,2019.0
Bem,6.08,2019.0
Cardfight!! Vanguard: Zoku Koukousei-hen,6.34,2019.0
Kobayashi-san Chi no Maid Dragon S,8.21,2021.0
Youkai Watch!,6.62,2019.0
Beyblade Burst Gachi,6.27,2019.0
Princess Connect! Re:Dive,7.03,2020.0
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.08,2019.0
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.46,2019.0
Radiant 2nd Season,7.56,2019.0
Neko Neko Nihonshi 4th Season,,2019.0
Koisuru Asteroid,6.87,2020.0
Granbelm,6.66,2019.0
Zen-chan Two-chan,,1969.0
Sounan desu ka?,6.59,2019.0
Shounen Ashibe: Go! Go! Goma-chan 4,5.83,2019.0
Gleipnir,6.95,2020.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7.97,2019.0
Tsugu Tsugumomo,7.4,2020.0
Psycho-Pass 3,7.44,2019.0
Phantasy Star Online 2: Episode Oracle,6.5,2019.0
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,6.36,2019.0
Try Knights,4.8,2019.0
Washimo 7th Season,,2019.0
Kuutei Dragons,6.95,2020.0
Given,8.29,2019.0
Jibaku Shounen Hanako-kun,7.82,2020.0
Mushoku Tensei: Isekai Ittara Honki Dasu,8.34,2021.0
No Guns Life,6.86,2019.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,2020.0
Tensei shitara Slime Datta Ken 2nd Season,8.35,2021.0
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,6.09,2019.0
High Score Girl II,7.94,2019.0
Somali to Mori no Kamisama,7.81,2020.0
TV Yarou Nanaana: Wakuwaku Doukutsu Land,6.24,2019.0
Kitsutsuki Tanteidokoro,6.13,2020.0
number24,6.73,2020.0
Hataraku Saibou!!,7.38,2021.0
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,2020.0
Africa no Salaryman (TV),6.54,2019.0
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.13,2019.0
Sword Art Online: Alicization - War of Underworld,7.58,2019.0
Ochikobore Fruit Tart,6.76,2020.0
Yakusoku no Neverland 2nd Season,5.25,2021.0
Hakata Mentai! Pirikarako-chan,5.12,2019.0
Bakugan: Battle Planet,5.53,2019.0
Kaijuu Step Wandabada,,2019.0
Daifuku-kun@Kin Tele 2nd Season,,2019.0
Gifu no Tatekayoko,,2019.0
Watanuki-san Chi no,5.82,2019.0
Ju Bing Chang Cheng Zhuan,,2019.0
D4DJ First Mix,7.59,2020.0
Robot Trains,,2015.0
King of Prism: Shiny Seven Stars,6.36,2019.0
Nanatsu no Taizai: Kamigami no Gekirin,6.47,2019.0
Yesterday wo Utatte,6.87,2020.0
I★Chu: Halfway Through the Idol,6.56,2021.0
Houkago Teibou Nisshi,7.44,2020.0
5-toubun no Hanayome ∬,8.01,2021.0
Adachi to Shimamura,7.08,2020.0
Eizouken ni wa Te wo Dasu na!,8.13,2020.0
Zhu Zhu Xia: Konglong Riji,,2019.0
Val x Love,5.9,2019.0
Non Non Biyori Nonstop,8.35,2021.0
Fairy Gone Part 2,6.35,2019.0
Chuldong! Super Wings 3,,2018.0
Yami Shibai 7,6.04,2019.0
Muteking the Dancing Hero,5.85,2021.0
Hibike! Euphonium 3,8.72,2024.0
Sabiiro no Armor: Reimei,3.79,2022.0
Shining Star,6.75,2017.0
Nezha Chuanqi,6.86,2003.0
Shokugeki no Souma: Shin no Sara,7.73,2019.0
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.93,2020.0
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.91,2020.0
Ani ni Tsukeru Kusuri wa Nai! 3,7.68,2019.0
Yatogame-chan Kansatsu Nikki Nisatsume,6.36,2020.0
Tamayomi,5.8,2020.0
Waresho! Warera! Shodobutsu Aigo Iinkai,,2019.0
Business Fish,5.31,2019.0
Isekai Quartet 2,7.36,2020.0
Bokutachi wa Benkyou ga Dekinai!,7.33,2019.0
Ishuzoku Reviewers,7.4,2020.0
Shingeki no Kyojin: The Final Season,8.78,2021.0
Odoru Mowai-kun,5.12,2019.0
Motto! Majime ni Fumajime Kaiketsu Zorori,6.51,2020.0
Id:Invaded,7.81,2020.0
Great Pretender,8.19,2020.0
Deca-Dence,7.35,2020.0
Golden Kamuy 3rd Season,8.43,2020.0
BNA,7.34,2020.0
Gibiate,3.82,2020.0
Koi to Producer: EVOLxLOVE,6.18,2020.0
Maesetsu!,5.8,2020.0
Penguin no Mondai POW,,2012.0
Pittanko!! Nekozakana,,2017.0
Sinbi Apartment: Ghost Ball X-ui Tansaeng,6.3,2017.0
Xiao Hua Xian 2nd Season,,2015.0
Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,,2017.0
Arte,7.2,2020.0
Rebirth,5.83,2020.0
Oda Cinnamon Nobunaga,6.57,2020.0
ARP Backstage Pass,5.53,2020.0
Yu☆Gi☆Oh! Sevens,6.22,2020.0
22/7,6.79,2020.0
Listeners,5.4,2020.0
Zoids Wild Zero,5.96,2019.0
Cardfight!! Vanguard: Shinemon-hen,6.64,2019.0
Zombieland Saga Revenge,7.98,2021.0
Kandagawa Jet Girls,5.75,2019.0
Urashimasakatasen no Nichijou,6.12,2019.0
Kami no Tou,7.56,2020.0
Bananya: Fushigi na Nakama-tachi,6.62,2019.0
Housekishou Richard-shi no Nazo Kantei,7.2,2020.0
Balala Xiao Mo Xian: Mofa Hai Ying Bao,6.33,2018.0
Aikatsu on Parade!,7.04,2019.0
A3! Season Autumn & Winter,7.23,2020.0
Fuwa no Go Renkan,,2007.0
Gokiburi-chan,,2005.0
Tenka Hyakken: Meiji-kan e Youkoso!,5.02,2019.0
Mewkledreamy,6.98,2020.0
Uzumaki,5.69,2024.0
Pokemon (2019),7.54,2019.0
Tate no Yuusha no Nariagari Season 2,6.53,2022.0
Tate no Yuusha no Nariagari Season 3,7.09,2023.0
Gal to Kyouryuu,6.45,2020.0
Ikebukuro West Gate Park,6.87,2020.0
Go! Go! Atom,5.85,2019.0
Egg Car,,2019.0
Runway de Waratte,7.55,2020.0
Maoujou de Oyasumi,7.95,2020.0
Shin Sakura Taisen the Animation,5.81,2020.0
Nanami-chan 4th Series,,2007.0
Nanami-chan 5th Series,,2008.0
Nanami-chan 6th Series,,2009.0
Fruits Basket 2nd Season,8.53,2020.0
Taeko no Nichijou,,2019.0
Peter Grill to Kenja no Jikan,5.53,2020.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,2020.0
Sylvanian Families: Mini Story - Clover,,2019.0
Chou Futsuu Toshi Kashiwa Densetsu R,4.52,2020.0
Murenase! Seton Gakuen,6.91,2020.0
Eily wa Ousama!,,2019.0
Futsal Boys!!!!!,5.46,2022.0
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.31,2020.0
Mahouka Koukou no Rettousei: Raihousha-hen,7.27,2020.0
Major 2nd 2nd Season,7.46,2020.0
Shadowverse,5.75,2020.0
Arifureta Shokugyou de Sekai Saikyou 2nd Season,7.14,2022.0
Nami yo Kiitekure,7.34,2020.0
"Dragon, Ie wo Kau.",6.43,2021.0
No Guns Life 2nd Season,7.08,2020.0
Jaku-Chara Tomozaki-kun,7.1,2021.0
Appare-Ranman!,7.24,2020.0
Sword Art Online: Alicization - War of Underworld 2nd Season,7.51,2020.0
Assault Lily: Bouquet,6.5,2020.0
Majo no Tabitabi,7.56,2020.0
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.89,2021.0
ColoColo Animal ABC@Kin Tele,,2019.0
Utawarerumono: Futari no Hakuoro,7.51,2022.0
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,2020.0
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.32,2021.0
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.71,2020.0
Muv-Luv Alternative,5.85,2021.0
Healin' Good♡Precure,6.92,2020.0
Uramichi Oniisan,7.7,2021.0
Dokyuu Hentai HxEros,5.75,2020.0
Argonavis from BanG Dream!,6.68,2020.0
2.43: Seiin Koukou Danshi Volley-bu,6.14,2021.0
Kingdom 3rd Season,8.84,2020.0
Super Cub,7.45,2021.0
Monster Musume no Oishasan,6.52,2020.0
Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,6.34,2020.0
Kakushigoto,7.96,2020.0
Nomad: Megalo Box 2,8.18,2021.0
Natsunagu!,5.87,2020.0
Jujutsu Kaisen,8.53,2020.0
Kaifuku Jutsushi no Yarinaoshi,6.32,2021.0
Bishounen Tanteidan,7.06,2021.0
Hulaing Babies Petit,5.36,2020.0
Show By Rock!! Mashumairesh!!,7.05,2020.0
Haikyuu!! To the Top Part 2,8.56,2020.0
"Shachou, Battle no Jikan desu!",5.85,2020.0
Skate-Leading☆Stars,6.45,2021.0
Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.81,2020.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.08,2020.0
Mukashi Keibanashi,,2019.0
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.23,2020.0
Ousama Ranking,8.49,2021.0
"Kanojo, Okarishimasu",6.87,2020.0
Idoly Pride,7.4,2021.0
Breakers,6.32,2020.0
Dr. Stone: Stone Wars,8.15,2021.0
SSSS.Dynazenon,7.43,2021.0
Love Live! Nijigasaki Gakuen School Idol Doukoukai,7.48,2020.0
Kiratto Pri☆chan Season 3,7.19,2020.0
Komatta Jiisan,6.42,2020.0
Shokugeki no Souma: Gou no Sara,7.31,2020.0
Bokutachi no Remake,7.39,2021.0
Dragon Quest: Dai no Daibouken (2020),7.72,2020.0
World Trigger 2nd Season,8.04,2021.0
Kemono Jihen,7.36,2021.0
Yuukoku no Moriarty,8.17,2020.0
Azur Lane: Bisoku Zenshin!,7.0,2021.0
Bungou to Alchemist: Shinpan no Haguruma,6.52,2020.0
Beastars 2nd Season,7.76,2021.0
Hige wo Soru. Soshite Joshikousei wo Hirou.,7.26,2021.0
Marumaru Manul,,2020.0
Lalalacoco,,2020.0
Enen no Shouboutai: Ni no Shou,7.82,2020.0
Shin Chuuka Ichiban! 2nd Season,6.67,2021.0
Rail Romanesque,5.17,2020.0
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,6.45,2021.0
Hortensia Saga,5.84,2021.0
Back Arrow,6.33,2021.0
Kuma Kuma Kuma Bear,7.23,2020.0
Hakushon Daimaou 2020,5.99,2020.0
Hentatsu (TV),5.06,2020.0
Higurashi no Naku Koro ni Gou,7.2,2020.0
Fumetsu no Anata e,8.35,2021.0
Tomica Kizuna Gattai: Earth Granner,5.88,2020.0
Digimon Adventure:,6.5,2020.0
Made in Abyss: Retsujitsu no Ougonkyou,8.6,2022.0
Poccolies,,2020.0
Koi to Yobu ni wa Kimochi Warui,7.11,2021.0
Log Horizon: Entaku Houkai,7.07,2021.0
Olga no Russia-go Kouza,,2007.0
Arms Rally,,2007.0
Kakugen! Kakuza Tousan,,2008.0
Gozonji! Kakuza Tousan,,2007.0
Kakuza Tousan,,2007.0
Fugou Keiji: Balance:Unlimited,7.51,2020.0
Kirakira Shougakusei Celeb-chan,,2007.0
Leonardo Hakase to Kirin-mura no Nakama-tachi (TV),,2008.0
Leonardo Hakase to Kirin-mura no Nakama desho,,2008.0
Love Live! Superstar!!,7.91,2021.0
Uzaki-chan wa Asobitai!,6.96,2020.0
Mars Red,6.58,2021.0
Bessatsu Olympia Kyklos,6.96,2020.0
Onigiri ni Naritai Cogimyun,5.98,2020.0
Rainbow Ruby,,2017.0
Cardfight!! Vanguard Gaiden: If,6.46,2020.0
Kami-tachi ni Hirowareta Otoko,6.96,2020.0
Noblesse,6.9,2020.0
Ooya-san to Boku,5.82,2020.0
The God of High School,7.07,2020.0
One Room: Third Season,6.42,2020.0
Senyoku no Sigrdrifa,6.45,2020.0
100-man no Inochi no Ue ni Ore wa Tatteiru,6.52,2020.0
Garugaku.: Sei Girls Square Gakuin,5.57,2020.0
Obake Zukan,5.66,2020.0
Norimono Man: Mobile Land no Car-kun,,2020.0
Tonikaku Kawaii,7.84,2020.0
Urasekai Picnic,6.66,2021.0
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.0,2020.0
Mairimashita! Iruma-kun 2nd Season,8.02,2021.0
Neko Neko Nihonshi 5th Season,,2020.0
Bakugan: Armored Alliance,5.68,2020.0
Shen Shou Jin Gang,,2009.0
Chao Shou Wuzhuang: Renzhe Wudi,,2011.0
Watanuki-san Chi to,5.95,2020.0
Akudama Drive,7.57,2020.0
"Anoyo no Subete wa, Obake-gumi!",,2020.0
"Sentouin, Haken shimasu!",7.13,2021.0
86,8.34,2021.0
Origami Ninja Koyankinte,,2020.0
Date A Live IV,7.74,2022.0
Bleach: Sennen Kessen-hen,8.99,2022.0
Micchiri Wanko! Animation,5.86,2020.0
Tensei shitara Slime Datta Ken 2nd Season Part 2,8.3,2021.0
Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,2021.0
Nanatsu no Taizai: Funnu no Shinpan,6.57,2021.0
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,7.22,2023.0
Show by Rock!! Stars!!,7.14,2021.0
WIXOSS Diva(A)Live,5.6,2021.0
Washimo 8th Season,,2020.0
Duel Masters King,5.72,2020.0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,7.02,2021.0
Maiko-san Chi no Makanai-san,7.04,2021.0
Asatir: Mirai no Mukashi Banashi,6.1,2020.0
Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.19,2021.0
Guraburu!,5.8,2020.0
Boku no Hero Academia 5th Season,7.35,2021.0
Tokyo Mew Mew New ♡,6.61,2022.0
Munou na Nana,7.17,2020.0
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,6.69,2021.0
Zhu Zhu Xia: Jing Su Xiao Yingxiong,,2019.0
Bite-Choicar,,2020.0
Monkateu,6.36,2017.0
Zo Zo Zo Zombie-kun (TV),,2020.0
Hataraku Saibou Black,7.51,2021.0
Genjitsu Shugi Yuusha no Oukoku Saikenki,7.25,2021.0
Tenchi Souzou Design-bu,7.16,2021.0
Oshiri Tantei 2nd Season,,2019.0
Oshiri Tantei 3rd Season,,2019.0
Oshiri Tantei 4th Season,,2020.0
Iwa Kakeru! Sport Climbing Girls,6.49,2020.0
Get Up! Get Live! #Geragera,5.52,2020.0
Megami-ryou no Ryoubo-kun.,6.49,2021.0
Kaijuu Step Wandabada 2nd Season,,2020.0
Kyuuketsuki Sugu Shinu,7.27,2021.0
King's Raid: Ishi wo Tsugumono-tachi,6.05,2020.0
Ore dake Haireru Kakushi Dungeon,6.27,2021.0
Hanyou no Yashahime: Sengoku Otogizoushi,6.69,2020.0
Kamisama ni Natta Hi,6.8,2020.0
Shuumatsu no Harem,5.89,2022.0
Mukashi Keibanashi 2nd Season,,2020.0
Utau Soccer Panda Mifanda,,2021.0
Yuuki Yuuna wa Yuusha de Aru Churutto!,6.05,2021.0
Kenja no Deshi wo Nanoru Kenja,6.33,2022.0
Kocchi Muite Miiko,,1998.0
Taeko no Nichijou 2nd Season,,2020.0
Jingju Mao Zhi Xinnian de Maoxian,,2017.0
Hulaing Babies Aratame: Staying Babies,5.15,2020.0
Jingju Mao Zhi Cheng Feng Polang,,2018.0
Lalalacoco II,,2020.0
Edens Zero,7.25,2021.0
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,2021.0
Shaman King (2021),6.9,2021.0
Ani ni Tsukeru Kusuri wa Nai! 4,7.59,2020.0
Tokyo Revengers,7.84,2021.0
Bungou Stray Dogs Wan!,7.98,2021.0
Ninja Collection,3.82,2020.0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,7.25,2021.0
Fushigi Dagashiya: Zenitendou,6.13,2020.0
Subarashiki Kono Sekai The Animation,6.15,2021.0
Battle Athletess Daiundoukai ReSTART!,5.11,2021.0
Meikyuu Black Company,7.21,2021.0
Senpai ga Uzai Kouhai no Hanashi,7.54,2021.0
"Ijiranaide, Nagatoro-san",7.19,2021.0
The iDOLM@STER Million Live!,6.94,2023.0
Osomatsu-san 3rd Season,7.39,2020.0
Shakunetsu Kabaddi,7.0,2021.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,2022.0
Zhandou Wang Zhi Jufeng Zhan Hun 5,,2018.0
Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,6.28,2020.0
World Witches Hasshin Shimasu!,6.49,2021.0
Anime Kapibara-san,6.68,2020.0
Cardfight!! Vanguard: overDress,5.97,2021.0
Kaizoku Oujo,7.08,2021.0
Yaku nara Mug Cup mo,6.54,2021.0
Dogeza de Tanondemita,5.55,2020.0
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,7.3,2021.0
Mashiro no Oto,7.52,2021.0
Heion Sedai no Idaten-tachi,7.61,2021.0
Peach Boy Riverside,6.24,2021.0
Aikatsu Planet!,6.53,2021.0
Robocar Poli 3,5.74,2014.0
Himitsukessha Taka no Tsume: Golden Spell,6.14,2020.0
Robocar Poli 4,5.7,2015.0
Taisou Zamurai,7.23,2020.0
Princess Connect! Re:Dive Season 2,7.73,2022.0
Kaeru no Pickles: Kimochi no Iro,5.37,2020.0
Ji Jia Shou Shen: Baolie Feiche,5.9,2016.0
Machikado Mazoku: 2-choume,7.84,2022.0
Sayonara Watashi no Cramer,6.1,2021.0
Shenmue the Animation,6.64,2022.0
Kai Byoui Ramune,7.14,2021.0
Project Scard: Praeter no Kizu,5.93,2021.0
Seijo no Maryoku wa Bannou desu,7.31,2021.0
Uchuu Nanchara Kotetsu-kun,,2021.0
Sore dake ga Neck,5.67,2020.0
Baraou no Souretsu,6.39,2022.0
Horimiya,8.19,2021.0
SK∞,8.0,2021.0
Fruits Basket: The Final,8.94,2021.0
Uma Musume: Pretty Derby Season 2,8.28,2021.0
Yatogame-chan Kansatsu Nikki Sansatsume,6.38,2021.0
Uzaki-chan wa Asobitai! Double,7.24,2022.0
"Kanojo, Okarishimasu 2nd Season",6.73,2022.0
Zhandou Wang Zhi Jufeng Zhan Hun 5: Heti Fanwai Pian,,2020.0
Idolls!,5.04,2021.0
Jashin-chan Dropkick X,7.42,2022.0
Awajishima no Shichifukujin,,2020.0
Osananajimi ga Zettai ni Makenai Love Comedy,6.06,2021.0
Godzilla: S.P,6.65,2021.0
San Mao Luxing Ji,,2013.0
Wonder Egg Priority,7.54,2021.0
Yuukoku no Moriarty Part 2,8.29,2021.0
Gebäude Bäude,6.19,2020.0
Kaoru no Taisetsu na Mono,,2020.0
Shadows House,7.81,2021.0
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,7.3,2022.0
Tsuki ga Michibiku Isekai Douchuu,7.71,2021.0
Kaguya-sama wa Kokurasetai: Ultra Romantic,8.97,2022.0
Xin Hulu Xiongdi,,2016.0
Kageki Shoujo!!,7.71,2021.0
Cue!,6.77,2022.0
Getter Robo Arc,6.19,2021.0
Bakuten!!,7.48,2021.0
Hikari no Ou,6.32,2023.0
Cestvs: The Roman Fighter,5.95,2021.0
Night Head 2041,6.49,2021.0
Vazzrock The Animation,5.44,2022.0
Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,,2021.0
Deatte 5-byou de Battle,6.75,2021.0
Kanojo mo Kanojo,6.51,2021.0
Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu,,2020.0
Xi Yangyang Yu Hui Tailang: Yangyang Qu Maoxian,,2020.0
Zannen na Ikimono Jiten (2019),,2019.0
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",6.92,2021.0
Abciee Shuugyou Nikki,5.42,2021.0
Sasaki to Miyano,8.19,2022.0
Tokyo Gambo,5.4,2020.0
B-Project: Netsuretsu*Love Call,6.29,2023.0
Kaixin Chaoren Lianmeng: Shenqi Shiyan Shi,,2018.0
Sai Er Hao Season 2: Sheng Zhe Ni Xi,,2013.0
Sai Er Hao Season 4: Zhanshen Fengyun Jue,,2015.0
Sai Er Hao Season 5: Lie Tian Kun Shou,,2015.0
Sai Er Hao Season 6: Cangqiong Liehuo,,2016.0
Sai Er Hao Season 7: Yuzhou Zhi Yan,,2016.0
Sai Er Hao Season 8: Huanmeng Zhan Ji,,2017.0
Sai Er Hao Season 9: Pili Jiuchong Tian,,2018.0
